x3everdrop,stu_id,female,black,hisp,asian,other,age,agesq,g11ses,g9ses,g11math,g9math,hs_par,lfaminc0811,twoparguar,singlepar,lesshalf,g9nonnative,g9partalkclg,g9schtalkclg,g11catholic,g11otherprivate,g9catholic,g9otherprivate,g11city,g11suburb,g11town,g11northeast,g11midwest,g11south,g9city,g9suburb,g9town,g9northeast,g9midwest,g9south,m_s2controlsborn_yes,s2mcontrolsborn_yes,m_s2controlsstoptrying_yes,s2mcontrolsstoptrying_yes,m_s2controlschallenge_yes,s2mcontrolschallenge_yes,repeatg9,high_sci_nosci,high_sci_gensci,high_sci_spesci,high_sci_advsci,high_sci_apib,exp9ed_dontknow,exp9ed_hs,exp9ed_aa,exp9ed_ba,exp9ed_grad,exp11ed_hsbroad,exp11ed_aa,exp11ed_ba,exp11ed_grad,req_ed_occ09_notknow,reqed_occ09_hs,reqed_occ09_aa,reqed_occ09_ba,reqed_occ09_grad,req_ed_occ12_notknow,reqed_occ12_hs,reqed_occ12_aa,reqed_occ12_ba,reqed_occ12_grad
0,14109,1,0,1,0,0,14,196,-.7221999764442444,-1.182399988174438,50.72019958496094,51.56570053100586,0,10.121823,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,22722,1,0,0,1,0,14,196,.8296999931335449,.7965999841690063,51.66429901123047,53.24140167236328,1,10.40048,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,17179,1,0,0,0,0,15,225,.7821999788284302,.1556999981403351,63.2421989440918,61.59310150146484,1,10.129029,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,24757,1,0,0,0,0,14,196,.2475000023841858,-.1678999960422516,51.9818000793457,57.27170181274414,1,1.6787375,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,23154,1,0,1,0,0,14,196,1.029500007629395,.9764000177383423,41.4213981628418,42.0640983581543,1,10.609818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,21493,1,0,0,0,0,15,225,.9229000210762024,.1510999947786331,65.87619781494141,56.33610153198242,1,9.7598848,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,13901,0,0,1,0,0,15,225,-.3961000144481659,-1.429000020027161,37.70169830322266,46.46730041503906,0,9.1663141,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,10687,0,0,0,0,0,14,196,.8592000007629395,.7559999823570251,53.49200057983398,57.81840133666992,1,10.141715,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,29475,1,1,0,0,0,14,196,-.0230999998748302,-.092399999499321,43.38550186157227,43.76890182495117,0,10.609818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,11001,0,0,0,0,0,15,225,-.2002000063657761,-.178399994969368,65.82689666748047,58.34170150756836,1,10.135392,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,31117,1,0,0,0,0,14,196,.5467000007629395,-.2318000048398972,46.31859970092773,49.54460144042969,1,11.083234,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,13693,0,0,0,1,0,14,196,-.4717000126838684,.0131999999284744,53.61159896850586,51.02310180664063,0,10.447245,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,27380,0,0,0,1,0,15,225,1.007099986076355,.7153999805450439,66.44029998779297,66.63400268554688,1,10.613756,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,18144,1,1,0,0,0,14,196,.6596000194549561,.8077999949455261,64.33599853515625,61.69169998168945,1,10.129029,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,13719,1,0,0,0,0,15,225,.0012000000569969,-.2364999949932098,35.07080078125,38.78379821777344,1,10.132216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,33734,0,0,0,1,0,14,196,-1.297299981117249,-1.044000029563904,65.34439849853516,66.06759643554688,0,4.6313715,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,23140,0,0,0,0,0,14,196,-.9327999949455261,-.5627999901771545,55.58729934692383,57.29990005493164,0,9.1849422,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,18784,1,0,1,0,0,15,225,.807200014591217,.5109000205993652,42.51459884643555,43.0724983215332,1,10.933135,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,31907,0,0,0,0,0,15,225,.1780000030994415,.2322999984025955,53.14009857177734,65.30130004882813,0,10.40048,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,18236,1,0,0,1,0,14,196,.7631999850273132,.7325000166893005,53.20949935913086,62.71210098266602,1,10.398045,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,28982,0,0,0,0,0,14,196,-.2820999920368195,-.2294999957084656,67.10299682617188,63.97710037231445,0,10.132216,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,14793,0,0,0,0,0,15,225,-.3894999921321869,-.7175999879837036,49.27040100097656,55.30300140380859,0,10.447245,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,14170,0,0,0,0,0,14,196,.6043999791145325,.5855000019073486,69.82759857177734,55.60150146484375,1,10.933135,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,22791,0,0,0,0,0,16,256,-1.121700048446655,-.982699990272522,36.49470138549805,43.24570083618164,0,9.1663141,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,32415,1,0,0,0,0,15,225,.9524000287055969,.3666000068187714,37.5791015625,42.54660034179688,1,10.786142,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,34831,0,0,0,0,0,14,196,-.1306000053882599,.6967999935150146,63.23109817504883,60.26319885253906,0,10.933135,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,22448,0,0,0,0,0,15,225,-.3158000111579895,.1307999938726425,40.67399978637695,58.72769927978516,0,10.611789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,21853,1,0,0,0,0,15,225,1.176100015640259,.7961000204086304,54.91809844970703,62.15219879150391,1,11.459087,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,26463,1,0,0,0,0,15,225,.8206999897956848,.8582999706268311,64.17109680175781,66.22139739990234,1,11.177066,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,32379,0,0,0,0,0,15,225,-.1292999982833862,.2381999939680099,59.05780029296875,65.77279663085938,0,11.06252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,12653,0,0,0,0,0,14,196,.2637999951839447,.4433000087738037,40.08629989624023,27.83919906616211,1,10.40048,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,25603,0,0,0,1,0,14,196,.5748000144958496,.5758000016212463,63.81859970092773,60.91640090942383,1,10.135392,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,14617,1,0,0,0,0,14,196,.339599996805191,.2800999879837036,58.89490127563477,66.50260162353516,1,10.132216,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,11600,0,0,0,0,0,15,225,-.1949999928474426,-1.209800004959106,36.28049850463867,35.82310104370117,0,9.7540998,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,27928,0,1,0,0,0,14,196,1.3125,1.254400014877319,68.83489990234375,66.05400085449219,1,10.933135,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,23796,0,0,0,0,0,14,196,-.3492999970912933,.4772999882698059,48.81909942626953,48.23929977416992,0,10.607842,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,13456,0,0,0,0,0,15,225,.2526000142097473,.3271999955177307,53.41249847412109,55.88719940185547,1,10.791093,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,28101,0,0,1,0,0,16,256,-1.274500012397766,-1.429999947547913,47.71559906005859,47.74290084838867,1,.99598366,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,19181,1,0,1,0,0,14,196,-.5741999745368958,-.5152999758720398,43.71170043945313,40.77939987182617,1,9.7644911,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,27143,1,0,1,0,0,15,225,.6083999872207642,.5440999865531921,52.82490158081055,53.30350112915039,1,9.1767044,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,25954,0,0,0,0,0,14,196,-.3050000071525574,-.300599992275238,55.17900085449219,54.44240188598633,0,10.605864,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,22642,0,1,0,0,0,14,196,-.616100013256073,-.4216000139713287,36.4739990234375,36.99459838867188,1,1.6787375,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,19668,0,0,0,0,0,14,196,1.20770001411438,1.602699995040894,64.26820373535156,64.93499755859375,1,10.40048,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,15920,1,0,0,0,1,14,196,1.203500032424927,1.206200003623962,69.00270080566406,58.2843017578125,1,10.611789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,29838,1,0,0,0,1,15,225,.1298999935388565,-.4772999882698059,33.88430023193359,27.88739967346191,1,9.859458,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,25090,1,0,0,0,1,15,225,-.5156000256538391,-.4975000023841858,53.76860046386719,53.37570190429688,1,9.7690763,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,21827,0,0,1,0,0,16,256,.1006999984383583,.1071999967098236,49.14519882202148,49.30939865112305,1,10.407752,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,13350,1,0,0,0,0,14,196,-.0672999992966652,-.0116999996826053,50.76050186157227,46.42900085449219,0,10.40048,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,12214,1,0,0,0,0,14,196,.7452999949455261,.5938000082969666,57.12129974365234,67.18550109863281,1,10.81497,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,11287,1,0,0,0,0,14,196,.3815999925136566,.4456999897956848,51.14030075073242,54.84759902954102,0,11.280839,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,15525,1,0,0,1,0,14,196,.0728000029921532,-.0116999996826053,38.73369979858398,43.83480072021484,0,10.40048,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,12466,0,0,0,0,0,15,225,1.202000021934509,1.512199997901917,62.75640106201172,55.3828010559082,1,11.06252,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,18142,0,0,0,1,0,15,225,-.6262999773025513,-.8263999819755554,47.71810150146484,45.69340133666992,0,9.859458,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,13970,1,1,0,0,0,14,196,.4058000147342682,.4505000114440918,55.21289825439453,53.29769897460938,1,.99598366,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,15521,1,0,0,0,0,15,225,.1149000003933907,.0410999990999699,36.66669845581055,45.30020141601563,1,10.40048,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,22920,1,0,0,0,0,14,196,1.758299946784973,1.896999955177307,65.45890045166016,61.53250122070313,1,10.934563,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,18061,1,0,0,0,1,15,225,1.042700052261353,.7184000015258789,54.26810073852539,52.5452995300293,1,10.40048,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,34880,0,0,0,1,0,16,256,-.5695000290870667,.261599987745285,46.57669830322266,60.04359817504883,0,9.859458,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,21718,0,1,0,0,0,14,196,.0443000011146069,-.0308999996632338,50.35060119628906,55.34989929199219,0,10.782828,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,29258,1,0,0,0,0,15,225,1.141700029373169,1.097900032997131,42.27190017700195,54.44020080566406,1,10.93741,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,25392,0,0,0,0,0,14,196,.6399999856948853,.8080000281333923,66.70659637451172,67.23719787597656,1,11.175946,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,34517,1,0,0,0,1,15,225,-.0059000002220273,-.4763000011444092,38.82089996337891,49.35589981079102,0,11.273752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,35143,1,0,0,0,1,14,196,.3573000133037567,.524399995803833,53.77939987182617,51.85359954833984,1,10.786142,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,20345,1,0,0,0,0,14,196,1.467700004577637,1.473999977111816,56.51380157470703,60.62429809570313,1,10.787795,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,16287,0,0,0,0,0,14,196,-.5382000207901001,-.4616000056266785,48.29449844360352,43.69400024414063,1,1.6787375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,23935,1,0,1,0,0,15,225,-.2737999856472015,-.7778000235557556,42.01589965820313,38.66210174560547,1,4.6313715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,21880,0,0,0,0,0,15,225,.3355000019073486,.6261000037193298,61.3026008605957,59.92670059204102,1,10.611789,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,25394,0,0,0,0,0,15,225,.6141999959945679,.7870000004768372,64.57009887695313,59.85089874267578,1,11.468896,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,10695,0,1,0,0,0,13,169,.8177000284194946,.6151999831199646,53.21580123901367,44.68320083618164,1,10.129029,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,22266,0,0,0,0,0,16,256,.8162999749183655,.5386000275611877,51.36669921875,57.82270050048828,1,10.784487,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,17624,0,0,1,0,0,13,169,1.583799958229065,1.627900004386902,62.41360092163086,60.14170074462891,1,11.370246,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,14939,1,1,0,0,0,14,196,-.3797000050544739,-.321399986743927,48.83980178833008,44.33950042724609,0,10.132216,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,26580,1,0,0,0,0,14,196,.7014999985694885,.7236999869346619,56.69070053100586,50.57469940185547,1,10.792738,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,26184,1,0,1,0,0,14,196,-.4350999891757965,-.5609999895095825,64.01129913330078,61.31840133666992,0,10.605864,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,19816,0,0,0,0,0,15,225,-.7343000173568726,.1156999990344048,63.85609817504883,53.68280029296875,0,9.859458,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,19578,1,0,1,0,0,14,196,-1.472200036048889,-1.752599954605103,50.87139892578125,54.19029998779297,0,.99598366,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,34882,1,0,0,0,0,14,196,.328000009059906,.5328999757766724,57.24819946289063,60.76020050048828,1,9.7736397,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,10711,0,0,1,0,0,14,196,.4383000135421753,.3341000080108643,47.46379852294922,48.14310073852539,1,10.931706,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,10308,0,1,0,0,0,14,196,-.5600000023841858,-.4474999904632568,49.16830062866211,46.05640029907227,0,9.859458,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,33821,1,0,0,0,0,15,225,.4923999905586243,.5188000202178955,42.49200057983398,48.20550155639648,1,11.083234,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,21522,0,0,0,0,0,15,225,-.1063999980688095,-.0663999989628792,51.72589874267578,59.03060150146484,0,11.963593,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
